Diagnóstico principal (CIE10MC),Total Nacional,Comunidades y Ciudades Autónomas,Total
0206 Neoplasia maligna del ovario C56,TOTAL NACIONAL,Melilla,43
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Andalucía,12294
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Aragón,3975
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,"Asturias, principado de",2995
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,"Balears, illes",2690
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Canarias,5173
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Cantabria,1099
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Castilla y león,6474
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Castilla - la mancha,3619
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Cataluña,26895
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Comunitat valenciana,10845
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Extremadura,2213
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Galicia,10562
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,"Madrid, comunidad de",15972
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,"Murcia, región de",3937
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,"Navarra, comunidad foral de",971
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,País vasco,6994
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,"Rioja, la",1065
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Ceuta,209
0207 Neoplasia maligna de la próstata C61,TOTAL NACIONAL,Melilla,31
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Andalucía,27966
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Aragón,7328
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,"Asturias, principado de",4547
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,"Balears, illes",4007
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Canarias,6765
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Cantabria,3713
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Castilla y león,12925
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Castilla - la mancha,7198
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Cataluña,50414
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Comunitat valenciana,22602
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Extremadura,5312
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Galicia,12926
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,"Madrid, comunidad de",25016
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,"Murcia, región de",6542
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,"Navarra, comunidad foral de",2004
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,País vasco,12062
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,"Rioja, la",1956
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Ceuta,150
0208 Neoplasia maligna de la vejiga C67,TOTAL NACIONAL,Melilla,119
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Andalucía,262544
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Aragón,56903
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,"Asturias, principado de",43090
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,"Balears, illes",41236
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Canarias,77027
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Cantabria,19265
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Castilla y león,103644
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Castilla - la mancha,70725
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Cataluña,370041
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Comunitat valenciana,167140
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Extremadura,39093
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Galicia,131086
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,"Madrid, comunidad de",281414
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,"Murcia, región de",50216
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,"Navarra, comunidad foral de",27142
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,País vasco,90793
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,"Rioja, la",14196
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Ceuta,2399
0209 Otras neoplasias malignas Resto de (C00-C96),TOTAL NACIONAL,Melilla,2361
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Andalucía,3384
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Aragón,1750
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,"Asturias, principado de",1440
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,"Balears, illes",1712
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Canarias,2564
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Cantabria,868
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Castilla y león,3368
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Castilla - la mancha,1160
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Cataluña,6494
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Comunitat valenciana,2430
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Extremadura,1451
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Galicia,4013
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,"Madrid, comunidad de",5536
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,"Murcia, región de",1820
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,"Navarra, comunidad foral de",473
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,País vasco,1633
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,"Rioja, la",461
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Ceuta,17
0210 Carcinoma in situ D00-D09,TOTAL NACIONAL,Melilla,4
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Andalucía,5486
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Aragón,904
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,"Asturias, principado de",652
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,"Balears, illes",605
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Canarias,1168
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Cantabria,413
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Castilla y león,1598
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Castilla - la mancha,1282
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Cataluña,3146
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Comunitat valenciana,2474
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Extremadura,852
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Galicia,3124
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,"Madrid, comunidad de",4913
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,"Murcia, región de",810
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,"Navarra, comunidad foral de",386
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,País vasco,1634
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,"Rioja, la",378
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Ceuta,37
"0211 Neoplasia benigna del colon, del recto, del conducto anal y del ano D12",TOTAL NACIONAL,Melilla,34
0212 Leiomioma uterino D25,TOTAL NACIONAL,Andalucía,11511
0212 Leiomioma uterino D25,TOTAL NACIONAL,Aragón,2571
0212 Leiomioma uterino D25,TOTAL NACIONAL,"Asturias, principado de",1482
0212 Leiomioma uterino D25,TOTAL NACIONAL,"Balears, illes",1191
0212 Leiomioma uterino D25,TOTAL NACIONAL,Canarias,2504
0212 Leiomioma uterino D25,TOTAL NACIONAL,Cantabria,811
0212 Leiomioma uterino D25,TOTAL NACIONAL,Castilla y león,3425
0212 Leiomioma uterino D25,TOTAL NACIONAL,Castilla - la mancha,2589
0212 Leiomioma uterino D25,TOTAL NACIONAL,Cataluña,8437
0212 Leiomioma uterino D25,TOTAL NACIONAL,Comunitat valenciana,6526
0212 Leiomioma uterino D25,TOTAL NACIONAL,Extremadura,2147
0212 Leiomioma uterino D25,TOTAL NACIONAL,Galicia,5866
0212 Leiomioma uterino D25,TOTAL NACIONAL,"Madrid, comunidad de",8778
0212 Leiomioma uterino D25,TOTAL NACIONAL,"Murcia, región de",2792
0212 Leiomioma uterino D25,TOTAL NACIONAL,"Navarra, comunidad foral de",899
0212 Leiomioma uterino D25,TOTAL NACIONAL,País vasco,2116
0212 Leiomioma uterino D25,TOTAL NACIONAL,"Rioja, la",523
0212 Leiomioma uterino D25,TOTAL NACIONAL,Ceuta,103
0212 Leiomioma uterino D25,TOTAL NACIONAL,Melilla,96
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Andalucía,49958
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Aragón,11493
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,"Asturias, principado de",8343
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,"Balears, illes",7890
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Canarias,14813
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Cantabria,4140
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Castilla y león,18954
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Castilla - la mancha,13176
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Cataluña,52500
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Comunitat valenciana,27228
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Extremadura,9577
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Galicia,23191
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,"Madrid, comunidad de",41252
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,"Murcia, región de",12179
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,"Navarra, comunidad foral de",3702
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,País vasco,13122
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,"Rioja, la",2355
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Ceuta,626
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de (D00-D49),TOTAL NACIONAL,Melilla,373
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Andalucía,49066
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Aragón,11562
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,"Asturias, principado de",8755
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,"Balears, illes",6491
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Canarias,11565
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Cantabria,4000
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Castilla y león,20031
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Castilla - la mancha,14820
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Cataluña,56770
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Comunitat valenciana,32340
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Extremadura,8292
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Galicia,23561
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,"Madrid, comunidad de",43162
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,"Murcia, región de",15438
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,"Navarra, comunidad foral de",4942
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,País vasco,18040
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,"Rioja, la",3033
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Ceuta,203
"0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO D50-D89",TOTAL NACIONAL,Melilla,485
0301 Anemias D50-D64,TOTAL NACIONAL,Andalucía,26612
0301 Anemias D50-D64,TOTAL NACIONAL,Aragón,7034
0301 Anemias D50-D64,TOTAL NACIONAL,"Asturias, principado de",6183
0301 Anemias D50-D64,TOTAL NACIONAL,"Balears, illes",3827
0301 Anemias D50-D64,TOTAL NACIONAL,Canarias,6549
0301 Anemias D50-D64,TOTAL NACIONAL,Cantabria,2415
0301 Anemias D50-D64,TOTAL NACIONAL,Castilla y león,11434
0301 Anemias D50-D64,TOTAL NACIONAL,Castilla - la mancha,8934
0301 Anemias D50-D64,TOTAL NACIONAL,Cataluña,33456
0301 Anemias D50-D64,TOTAL NACIONAL,Comunitat valenciana,17839
0301 Anemias D50-D64,TOTAL NACIONAL,Extremadura,5395
0301 Anemias D50-D64,TOTAL NACIONAL,Galicia,13924
0301 Anemias D50-D64,TOTAL NACIONAL,"Madrid, comunidad de",24358
0301 Anemias D50-D64,TOTAL NACIONAL,"Murcia, región de",11253
0301 Anemias D50-D64,TOTAL NACIONAL,"Navarra, comunidad foral de",3106
0301 Anemias D50-D64,TOTAL NACIONAL,País vasco,11376
0301 Anemias D50-D64,TOTAL NACIONAL,"Rioja, la",2177
0301 Anemias D50-D64,TOTAL NACIONAL,Ceuta,125
0301 Anemias D50-D64,TOTAL NACIONAL,Melilla,370
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Andalucía,22454
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Aragón,4528
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,"Asturias, principado de",2572
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,"Balears, illes",2664
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Canarias,5015
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Cantabria,1585
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Castilla y león,8597
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Castilla - la mancha,5886
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Cataluña,23314
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Comunitat valenciana,14501
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Extremadura,2897
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Galicia,9637
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,"Madrid, comunidad de",18804
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,"Murcia, región de",4186
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,"Navarra, comunidad foral de",1836
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,País vasco,6664
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,"Rioja, la",855
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Ceuta,78
"0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89",TOTAL NACIONAL,Melilla,115
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Andalucía,79578
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Aragón,22737
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,"Asturias, principado de",11694
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,"Balears, illes",16039
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Canarias,42052
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Cantabria,10337
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Castilla y león,37344
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Castilla - la mancha,21823
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Cataluña,123644
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Comunitat valenciana,56750
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Extremadura,12442
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,Galicia,38966
"0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89",TOTAL NACIONAL,"Madrid, comunidad de",72182
